Constituency Id,Constituency Name,Total,Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Indian National Congress,EVM Votes,PostalVotes,Communist Party of India,EVM Votes,PostalVotes,Communist Party of India  (Marxist),EVM Votes,PostalVotes,Viduthalai Chiruthaigal Katchi,EVM Votes,PostalVotes,Indian Union Muslim League,EVM Votes,PostalVotes,All India Anna Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Pattali Makkal Katchi,EVM Votes,PostalVotes,Bharatiya Janata Party,EVM Votes,PostalVotes,Naam Tamilar Katchi,EVM Votes,PostalVotes,Makkal Needhi Maiam,EVM Votes,PostalVotes,Indiya Jananayaka Katchi,EVM Votes,PostalVotes,Amma Makkal Munnettra Kazagam,EVM Votes,PostalVotes,Desiya Murpokku Dravida Kazhagam,EVM Votes,PostalVotes,All India Majlis-E-Ittehadul Muslimeen,EVM Votes,PostalVotes,SOCIAL DEMOCRATIC PARTY OF INDIA,EVM Votes,PostalVotes,None of the Above,EVM Votes,PostalVotes,Bahujan Samaj Party,EVM Votes,PostalVotes,Anaithu Makkal Arasiyal Katchi,EVM Votes,PostalVotes,Anna MGR Dravida Makkal Kalgam,EVM Votes,PostalVotes,Tamil Nadu Ilangyar Katchi,EVM Votes,PostalVotes,All India Jananayaka Makkal Kazhagam,EVM Votes,PostalVotes,My India Party,EVM Votes,PostalVotes,Tamilnadu Makkal Nalvazhvu Periyakkam,EVM Votes,PostalVotes,MGR Makkal Katchi,EVM Votes,PostalVotes,Nationalist Congress Party,EVM Votes,PostalVotes,Bahujan Dravida Party,EVM Votes,PostalVotes,Desiya Makkal Sakthi Katchi,EVM Votes,PostalVotes,Shiv Sena,EVM Votes,PostalVotes,Naadaalum Makkal Katchi,EVM Votes,PostalVotes,Samata Party,EVM Votes,PostalVotes,Makkal Nalvaazhvuk Katchi,EVM Votes,PostalVotes,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),EVM Votes,PostalVotes,Republican Party of India (Athawale),EVM Votes,PostalVotes,United States of India Party,EVM Votes,PostalVotes,New Generation People’s Party,EVM Votes,PostalVotes,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,EVM Votes,PostalVotes,Makkalatchi Katchi,EVM Votes,PostalVotes,National Democratic Party of South India,EVM Votes,PostalVotes,Thamizhaga Munnetra Congress,EVM Votes,PostalVotes,Nam India Naam Indiyar Katchi,EVM Votes,PostalVotes,Valamaana  Tamizhagam   Katchi,EVM Votes,PostalVotes,Republican Party of India  (Sivaraj),EVM Votes,PostalVotes,Lok Jan Shakti Party,EVM Votes,PostalVotes,Tipu Sultan Party,EVM Votes,PostalVotes,Tamizhaga Murpokku Makkal Katchi,EVM Votes,PostalVotes,Rashtriya Janata Dal,EVM Votes,PostalVotes,Mahathma Makkal Munnetra Kazhakam,EVM Votes,PostalVotes,Jebamani Janata,EVM Votes,PostalVotes,Anna MGR Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Bhartiya Manavadhikaar Federal Party,EVM Votes,PostalVotes,Puthiya Tamilagam,EVM Votes,PostalVotes,Dravida Murpokku Makkal Katchi,EVM Votes,PostalVotes,Communist Party of India  (Marxist-Leninist)  (Liberation),EVM Votes,PostalVotes,Desiya Sirupanmayinar Makkal Iyakkam,EVM Votes,PostalVotes,Makkal Munnetra Peravai,EVM Votes,PostalVotes,Kamarajar Deseeya Congress,EVM Votes,PostalVotes,All Pensioner’s Party,EVM Votes,PostalVotes,All India Youth Development Party,EVM Votes,PostalVotes,Akhil Bharat Hindu Mahasabha,EVM Votes,PostalVotes,Anaithu Makkal Puratchi Katchi,EVM Votes,PostalVotes,Rashtriya Ulama Council,EVM Votes,PostalVotes,All India Uzhavargal Uzhaippalargal Katchi,EVM Votes,PostalVotes,Makkal Nala Kazhagam,EVM Votes,PostalVotes,Samaniya Makkal Nala Katchi,EVM Votes,PostalVotes,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,National People's Party,EVM Votes,PostalVotes,Samajwadi Party,EVM Votes,PostalVotes,Dhesiya Makkal Kazhagam,EVM Votes,PostalVotes,Anna Dravidar Kazhagam,EVM Votes,PostalVotes,Ganasangam Party of India,EVM Votes,PostalVotes,Anaithindia Samudaya Munnetra Kazhagam,EVM Votes,PostalVotes,MAKKAL SAKTHI KATCHI,EVM Votes,PostalVotes,All  India  Pattali  Munnetra Katchi,EVM Votes,PostalVotes,Indhia Kudiarasu Katchi,EVM Votes,PostalVotes,Ambedkarite Party of India,EVM Votes,PostalVotes,Tamilaga Makkal Thannurimai Katchi,EVM Votes,PostalVotes,Ahimsa Socialist Party,EVM Votes,PostalVotes,Manitha Urimaigal Kalaagam,EVM Votes,PostalVotes,Namathu Kongu Munnetra Kalagam,EVM Votes,PostalVotes,"Makkal Thilagam Munnetra Kazhagam,",EVM Votes,PostalVotes,India Dravida Makkal Munnetra Katchi,EVM Votes,PostalVotes,Kongu  Desa  Marumalarchi  Makkal  Katchi,EVM Votes,PostalVotes,All India Trinamool Congress,EVM Votes,PostalVotes,Ezhuchi Tamilargal Munnetra Kazhagam,EVM Votes,PostalVotes,Hindustan Janta Party,EVM Votes,PostalVotes,"Makkal Sananayaga Kudiyarasu Katchi,",EVM Votes,PostalVotes,Anaithu Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Rashtriya Samaj Paksha,EVM Votes,PostalVotes,Vidial Valarchi Perani,EVM Votes,PostalVotes,Akila India Vallalar Peravai,EVM Votes,PostalVotes,Janata Dal  (Secular),EVM Votes,PostalVotes,Ilantamilar Munnani Kazhagam,EVM Votes,PostalVotes,All India Samathuva Makhal Katchi,EVM Votes,PostalVotes,People's Party of India(secular),EVM Votes,PostalVotes,Namadhu Makkal Katchi,EVM Votes,PostalVotes,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),EVM Votes,PostalVotes,Tamil Telugu National Party,EVM Votes,PostalVotes,Ambedkar Political Party,EVM Votes,PostalVotes,All India MGR Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Naam Indiar Party,EVM Votes,PostalVotes,Desa Makkal Munnetrak Kazhgam,EVM Votes,PostalVotes,South India Forward Bloc,EVM Votes,PostalVotes,Aanaithinthiya Jananayaka Pathukappu Kazhagam,EVM Votes,PostalVotes,Universal Brotherhood Movement,EVM Votes,PostalVotes,Anaithu Ulaga Tamilargal Munnetra Kalagam,EVM Votes,PostalVotes,Ulaga Makkal Katchi,EVM Votes,PostalVotes,Tamilnadu Mahatma Gandhi Makkal Katchi,EVM Votes,PostalVotes,ALL  IND,EVM Votes,PostalVotes,,,,
79,Sankarapuram,215802,UDHAYASURIYAN T,119487,1699,,,,,,,,,,,,,,,,,,,Dr.RAJA G,74702,521,,,,RAJIYAMA B,9824,49,,,,RAMESH G,458,2,,,,,,,MUJIBUR RAGIMAN M,377,2,,,,NOTA,944,9,Sakthivel S,807,3,,,,VIMALAMARY S,603,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OVIYAR ANANDH C,256,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARUNKENNADI A P,203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,5845,4,,,,
80,Kallakurichi,225858,,,,Manirathinem.K.I,83367,1385,,,,,,,,,,,,,Senthilkumar.M,109909,734,,,,,,,Dravidamuthamilselvi.D,16409,65,,,,Ayyasamy.M,864,7,,,,Vijayakumar.N,6555,16,,,,,,,NOTA,1247,10,Palanisamy.A,1096,1,,,,Kuppusamy.K,171,0,,,,,,,Dinesh.M,197,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oviyar Ananth,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3715,7,,,,
81,Gangavalli,186503,"REKHA PRIYADHARSHINI,J.",80466,1741,,,,,,,,,,,,,,,,"NALLATHAMBI,A.",88900,668,,,,,,,"VINOTHINI,R.",9241,82,,,,"PERIYASAMY,K.",488,5,"PANDIAN,A.",1497,22,,,,,,,,,,NOTA,1241,10,"SELLAMMAL,V.M.",481,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NAVAN,P.",603,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1047,1,,,,
82,Attur,199743,"CHINNADURAI, K.",85243,1808,,,,,,,,,,,,,,,,"JAYASANKARAN, A.P.",94262,1046,,,,,,,"KRISHNAVENI, S.",10141,92,"SIVAKUMAR, P.",1937,22,,,,"MADHESWARAN, S.",1675,24,,,,,,,,,,NOTA,1817,17,"PERIYANNAN, M.",492,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JANARTHANAM, A.",215,0,"MATHESWARI, K.K.",117,3,,,,,,,,,,,,,,,,"SADHA SIVAM, R.",240,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,589,0,,,,
83,Yercaud,238924,C. TAMILSELVAN,93927,1679,,,,,,,,,,,,,,,,G. Chitra,120542,1019,,,,,,,Jothi,13214,94,,,,T. Duraisamy,870,6,,,,C. KUMAR,2962,24,,,,,,,NOTA,1955,24,P. Ramasamy,579,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2008,21,,,,
84,Omalur,249027,,,,RANGARAJAN MOHAN KUMARAMANGALAM,85826,1368,,,,,,,,,,,,,R.MANI,141527,961,,,,,,,A.RAJA,9341,75,V.SRINIVASAN,2888,42,,,,K.K.MADHESWARAN,1188,14,,,,,,,,,,NOTA,1581,19,N.V.THOMAS,804,8,,,,,,,M.KARUNAKARAN,1204,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.DHIVYA,277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1859,17,,,,
85,Mettur,218442,SRINIVASAPERUMAL.S,94437,1962,,,,,,,,,,,,,,,,,,,SADHASIVAM.S,95795,1260,,,,MANIKANDAN.C,9004,105,ANUSUYA.P,4549,56,,,,,,,RAMESH ARAVIND.M,1860,14,,,,,,,NOTA,2239,8,,,,,,,,,,,,,,,,RASAPPAN.K,226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THANGAVEL. K,1781,2,,,,BANUPRIYA.P,434,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,4685,24,,,,
86,Edappadi,247301,SAMBATHKUMAR. T,68082,1270,,,,,,,,,,,,,,,,EDAPPADI PALANISWAMI. K,160931,2223,,,,,,,SHRI RATHNA,6574,52,THASAPPARAJ. D,1532,15,,,,POOKADAI SEKAR. N,764,10,,,,,,,,,,NOTA,1091,18,JAMUNA. A,813,2,,,,,,,MANIKANDAN. R,147,6,,,,GUNASEKARAN. K.N,117,1,,,,SURIYAMOORTHY. S,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANI. C,46,1,,,,,,,,,,,,,,,,,,,SOCIAL WORKER ESWARI. P,132,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3401,6,,,,
87,Sankari,232247,"RAJESH, K.M.",93897,1530,,,,,,,,,,,,,,,,"SUNDARARAJAN, S.",114376,1096,,,,,,,"SHOBANA, S.",10788,74,"SENGODAN, K.",3140,35,,,,"CHELLAMUTHU, A.",1462,9,,,,,,,,,,NOTA,1453,16,,,,,,,,,,,,,,,,"SETTU, K.",96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RAVIKUMAR, P.",197,3,,,,,,,,,,,,,,,,"SIVALINGAM, C.",812,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3249,12,,,,
88,Salem (West),216628,RAJENDRAN. A,82389,1595,,,,,,,,,,,,,,,,,,,ARUL. R,104728,755,,,,NAGAMMAL. S,10592,76,THIYAGARAJAN. A,7867,72,,,,,,,ALAGAAPURAM R. MOHANRAJ,2280,27,,,,,,,NOTA,1663,20,TAMIL SELVAN. S,277,6,,,,,,,KARTHIKEYAN. J,576,4,,,,KATHIRVEL. A,329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SENTHILKUMAR. A,97,2,,,,,,,,,,,,,,,,,,,,,,VIJAYAKUMAR. R,637,2,,,,,,,,,,,,,,,,,,,,,,MUTHUSAMY. R,156,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2461,8,,,,
89,Salem (North),202376,R. RAJENDRAN,91222,2210,,,,,,,,,,,,,,,,G.VENKATACHALAM,85026,818,,,,,,,IMAYAESWARAN N,8079,76,R S GURU CHAKRAVARTHY,10610,108,,,,C NATARAJAN,800,5,,,,,,,,,,NOTA,1505,34,S VELAN,299,1,,,,,,,,,,,,,S. BABU,39,0,,,,M AHAMEDSHAHJAHAN,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.P.PANNEER SELVAM,338,7,,,,D.MURALI,24,1,,,,,,,,,,,,,,,,,,,VAATHIAR C MURUGAN,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1015,8,,,,
90,Salem (South),199982,A.S.SARAVANAN,73694,1203,,,,,,,,,,,,,,,,E.BALASUBRAMANIAN,96787,719,,,,,,,S.MARIAMMA,10128,48,M.PRABU MANIKANDAN,10308,60,,,,SE.VENKATAJALAM,2952,18,,,,,,,,,,NOTA,1832,28,S.MURALI,397,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SATHIYAPRIYA,78,1,,,,,,,R.ELAVARASAN,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R.VELMURUGAN,130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.RAJI,60,1,,,,,,,,,,,,,,,,,,,M.SUNDAR,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1363,7,,,,
91,Veerapandi,223702,"THARUN, A.K.",90732,1055,,,,,,,,,,,,,,,,"RAJAMUTHU, M.",111081,601,,,,,,,"RAJESHKUMAR, S.",9734,72,,,,"AMUTHA, R.",1293,9,"SELVAM, S.K.",4957,29,,,,,,,,,,NOTA,1391,18,"CHINNANANN, M.",358,3,,,,,,,,,,"MANIKANDAN, S.",59,0,"MANI, M.",133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MOHAN, P.",126,3,,,,,,,,,,"PRABAKARAN, P.",67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SATHIYAVANI,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1857,4,,,,
92,Rasipuram,196904,MATHIVENTHAN M,88612,2115,,,,,,,,,,,,,,,,SAROJA V. Dr,87851,924,,,,,,,SILAMBARASI K,11140,155,,,,RAMKUMAR R,1119,14,ANBALAGAN S,1042,9,,,,,,,,,,NOTA,2088,22,VIJAYA K,346,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHINNUSAMY P,146,1,,,,,,,,,,,,,JAYANTHI M,140,2,ARULMOZHIDEVAN P,216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,953,3,,,,
93,Senthamangalam,199235,PONNUSAMY K,89146,1535,,,,,,,,,,,,,,,,CHANDRAN S,79703,485,,,,,,,ROHINI T,11534,120,,,,SELVARAJ V,428,3,CHANDRAN P,827,4,,,,,,,,,,NOTA,2044,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,13343,49,,,,
94,Namakkal,206759,RAMALINGAM P,103480,3014,,,,,,,,,,,,,,,,BASKAR K.P.P.,77043,1590,,,,,,,BASKAR B,10008,114,ADHAM FAROOK S,5530,59,,,,,,,SELVI K,960,12,,,,,,,NOTA,1266,19,RAMASAMY P,254,7,,,,,,,,,,,,,MADHESWARAN A.S,113,1,,,,,,,,,,,,,,,,,,,SARAVANAN S,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THIYAGARAJAN R,189,4,SIVAKUMAR D,76,2,SARAVANAN A,130,2,,,,,,,,,,KANAKARAJ K,169,6,,,,,,,,,,,,,,,,TAMIZHVANAN K,428,5,RAMESH T,307,6,SELVAKUMAR E,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1733,25,,,,
95,Paramathi-Velur,183697,MOORTHIY K S,76062,2310,,,,,,,,,,,,,,,,SEKAR S,84593,1441,,,,,,,UVARANI K,11554,130,NATARAJAN K,1858,24,,,,SAMINATHAN P P,1321,8,,,,,,,,,,NOTA,952,12,RAMAN V,495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUNDARAM S,132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANI K,128,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2658,11,,,,
96,Tiruchengodu,184669,ESWARAN E R,79934,1754,,,,,,,,,,,,,,,,SARASWATHI PON,78010,816,,,,,,,NATARAJAN P,13857,110,JANAGARAJ R,3695,29,,,,HEMALATHA R,446,3,,,,,,,,,,NOTA,1506,12,,,,,,,,,,,,,,,,KALAIVANAN A,510,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHINNATHAMBI K,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIVAKUMAR K,203,1,SENGOTTUVELLU N,353,5,,,,YUVARAJKUMAR K,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3220,25,,,,
97,Kumarapalayam,201925,M.VENKATACHALAM,68521,633,,,,,,,,,,,,,,,,THANGAMANI.P,100201,599,,,,,,,S.VARUN,13171,69,K.KAMARAJ,6107,18,,,,,,,K.R.SIVASUBIRAMANIYAN,1021,1,,,,,,,NOTA,1337,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBRAMANI.S,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R.KUMAR,55,2,,,,,,,R.KUMARESAN,304,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,9722,46,,,,
98,Erode (East),152037,,,,"THIRUMAHAN EVERAA,E.",66497,803,,,,,,,,,,,,,"YUVARAJA,M.",58097,299,,,,,,,"GOMATHI,S.",11575,54,"RAJAKUMAR,A.M.R",9966,39,,,,"MUTHUKUMARAN,S.A.",1197,7,,,,,,,,,,NOTA,1530,16,"GOVINDARAJ,S.",366,6,,,,,,,,,,,,,,,,,,,"SHANMUGAVEL,S.",150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARUMUGA AC KANNAN,373,0,,,,,,,,,,,,,"RAJA,P.",100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,953,6,,,,
99,Erode (West),205579,Muthusamy S,99032,1725,,,,,,,,,,,,,,,,Ramalingam K V,78200,468,,,,,,,Chandra kumar P,13297,56,Durai Sevugan,8068,39,,,,Sivasubramaniyan S,728,2,,,,,,,,,,NOTA,1954,14,Dhanalakshmi A,568,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thangavel G,106,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madhan K,108,0,,,,,,,,,,,,,Chandran M,113,0,,,,,,,,,,,,,,,,Balasubramaniam K,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1035,9,,,,
100,Modakkurichi,181857,SUBBULAKSHMI JEGADEESAN,76409,1435,,,,,,,,,,,,,,,,,,,,,,SARASWATHI.C,77653,472,PRAKASH.G,12871,73,RAJESHKUMAR.M,4555,19,,,,THANGARAJ.D,1539,8,,,,,,,,,,NOTA,2332,10,BOOPATHI.R,1136,7,,,,,,,,,,,,,MAHESWARAN .A,288,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANICKAM.R,326,1,,,,,,,,,,,,,,,,,,,,,,,,,RAMESH.M,230,5,,,,MANI.P,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2351,11,,,,
